title,popularity,vote_average,vote_count,release_date,release_year,month_name,day_name,revenue,budget,return
Tooth Fairy 2,2.795621,4.6,38.0,2012-03-06,2012,Marzo,Martes,0.0,5000000.0,0.0
In Name Only,0.839403,6.4,14.0,1939-08-18,1939,Agosto,Viernes,0.0,0.0,0.0
Love's Kitchen,2.397077,4.8,20.0,2011-06-07,2011,Junio,Martes,0.0,0.0,0.0
"Stay Away, Joe",0.144382,5.8,4.0,1968-03-08,1968,Marzo,Viernes,0.0,0.0,0.0
They Call Me Renegade,2.554632,5.9,39.0,1987-10-30,1987,Octubre,Viernes,0.0,0.0,0.0
The Diary of Anne Frank,2.92322,7.3,44.0,2009-01-09,2009,Enero,Viernes,0.0,0.0,0.0
Wishcraft,0.623175,5.5,8.0,2002-09-25,2002,Septiembre,Miã©rcoles,0.0,0.0,0.0
Knights,0.508868,5.0,5.0,1993-04-19,1993,Abril,Lunes,0.0,0.0,0.0
The Chatterley Affair,0.392811,2.8,3.0,2006-03-20,2006,Marzo,Lunes,0.0,0.0,0.0
Fanny Hill,0.972227,6.2,8.0,2007-10-22,2007,Octubre,Lunes,0.0,0.0,0.0
The Suspicions of Mr. Whicher: The Murder at Road Hill House,1.095164,5.8,14.0,2011-04-25,2011,Abril,Lunes,0.0,0.0,0.0
The Last Wagon,1.209918,5.8,15.0,1956-09-21,1956,Septiembre,Viernes,0.0,0.0,0.0
The Philly Kid,1.768855,4.8,18.0,2012-05-11,2012,Mayo,Viernes,0.0,5000000.0,0.0
Ping Pong Summer,4.572751,6.1,16.0,2014-06-06,2014,Junio,Viernes,25781.0,0.0,0.0
Sabretooth,0.711905,4.5,4.0,2002-11-26,2002,Noviembre,Martes,0.0,0.0,0.0
Pride and Prejudice,0.073979,6.8,14.0,1980-01-13,1980,Enero,Domingo,0.0,0.0,0.0
Sometimes They Come Back... for More,1.927102,3.6,15.0,1998-09-06,1998,Septiembre,Domingo,0.0,0.0,0.0
Kid Galahad,1.466483,5.2,11.0,1962-11-29,1962,Noviembre,Jueves,0.0,0.0,0.0
The Captains,9.58239,6.5,40.0,2011-07-22,2011,Julio,Viernes,0.0,0.0,0.0
Homeboy,1.603891,3.8,6.0,1988-08-24,1988,Agosto,Miã©rcoles,0.0,0.0,0.0
Merlin's Apprentice,3.381735,5.0,10.0,2006-04-14,2006,Abril,Viernes,0.0,12000000.0,0.0
The Siege of Firebase Gloria,1.683509,5.3,17.0,1989-01-27,1989,Enero,Viernes,0.0,0.0,0.0
The Bumblebee Flies Anyway,1.719196,5.7,9.0,2000-01-01,2000,Enero,Sã¡bado,0.0,0.0,0.0
Oasis of the Zombies,1.04865,3.3,5.0,1982-04-20,1982,Abril,Martes,0.0,0.0,0.0
The Land Before Time VII: The Stone of Cold Fire,3.993298,5.9,51.0,2000-12-05,2000,Diciembre,Martes,0.0,0.0,0.0
The Amazing Dr. Clitterhouse,1.25249,7.4,7.0,1938-07-30,1938,Julio,Sã¡bado,0.0,0.0,0.0
The Freebie,0.588846,3.8,8.0,2010-09-17,2010,Septiembre,Viernes,0.0,0.0,0.0
The Violent Kind,1.45965,5.3,12.0,2010-01-25,2010,Enero,Lunes,0.0,0.0,0.0
Ricky Gervais: Out of England - The Stand-Up Special,1.045271,7.3,13.0,2008-11-15,2008,Noviembre,Sã¡bado,0.0,0.0,0.0
Man of the East,2.124813,6.7,33.0,1972-09-28,1972,Septiembre,Jueves,0.0,0.0,0.0
The Desperado Trail,1.975282,6.7,29.0,1965-10-14,1965,Octubre,Jueves,0.0,0.0,0.0
Soccer Dog: The Movie,0.111342,3.5,2.0,1999-01-01,1999,Enero,Viernes,0.0,0.0,0.0
Ice Soldiers,5.113538,3.7,33.0,2013-12-06,2013,Diciembre,Viernes,0.0,0.0,0.0
Maniac,0.489892,4.1,13.0,1934-09-11,1934,Septiembre,Martes,0.0,0.0,0.0
Wild Cherry,5.689825,4.7,16.0,2009-02-07,2009,Febrero,Sã¡bado,0.0,3500000.0,0.0
The Key,21.079551,5.0,65.0,1983-10-18,1983,Octubre,Martes,0.0,0.0,0.0
The Roost,0.76964,5.3,13.0,2005-03-12,2005,Marzo,Sã¡bado,0.0,0.0,0.0
Sonny Boy,0.985211,6.0,18.0,2011-01-27,2011,Enero,Jueves,0.0,0.0,0.0
Vampires: The Turning,0.918841,3.4,8.0,2005-01-02,2005,Enero,Domingo,0.0,0.0,0.0
Siren,1.227119,4.0,16.0,2010-11-11,2010,Noviembre,Jueves,0.0,0.0,0.0
The Land Before Time IX: Journey to the Big Water,3.171563,6.1,40.0,2002-12-17,2002,Diciembre,Martes,0.0,0.0,0.0
Love n' Dancing,1.678404,5.5,8.0,2009-01-01,2009,Enero,Jueves,0.0,0.0,0.0
Walking Tall: The Payback,1.025466,5.6,8.0,2007-02-20,2007,Febrero,Martes,0.0,0.0,0.0
The Way West,2.174215,5.7,19.0,1967-05-24,1967,Mayo,Miã©rcoles,0.0,0.0,0.0
Shock,1.501391,5.7,11.0,1946-01-10,1946,Enero,Jueves,0.0,375000.0,0.0
Mask Maker,0.729668,5.5,11.0,2010-01-01,2010,Enero,Viernes,0.0,0.0,0.0
Thorne: Sleepyhead,1.609321,6.0,13.0,2010-10-01,2010,Octubre,Viernes,0.0,0.0,0.0
La Mission,0.827387,6.8,12.0,2009-01-19,2009,Enero,Lunes,0.0,2000000.0,0.0
Stir of Echoes: The Homecoming,0.630496,3.7,11.0,2007-08-11,2007,Agosto,Sã¡bado,0.0,0.0,0.0
The Outrage,2.610968,4.6,8.0,1964-10-08,1964,Octubre,Jueves,0.0,0.0,0.0
The Canterville Ghost,1.533726,6.1,8.0,1996-10-03,1996,Octubre,Jueves,0.0,0.0,0.0
Dirkie - Lost in the Desert,0.422408,5.8,6.0,1969-11-06,1969,Noviembre,Jueves,0.0,0.0,0.0
Somewhere in Sonora,0.295744,5.4,4.0,1933-05-27,1933,Mayo,Sã¡bado,0.0,0.0,0.0
The Sellout,0.449885,6.2,3.0,1952-05-30,1952,Mayo,Viernes,0.0,0.0,0.0
Let the Good Times Roll,0.001586,4.8,2.0,1973-05-25,1973,Mayo,Viernes,0.0,0.0,0.0
The Vanishing American,0.256579,0.0,0.0,1925-10-15,1925,Octubre,Jueves,0.0,0.0,0.0
Mandela,1.183739,6.1,7.0,1996-10-11,1996,Octubre,Viernes,0.0,0.0,0.0
TekWar: TekJustice,0.324203,6.0,1.0,1994-05-14,1994,Mayo,Sã¡bado,0.0,0.0,0.0
Thunder Birds,0.079019,0.0,0.0,1942-10-19,1942,Octubre,Lunes,0.0,0.0,0.0
Murder Is My Beat,0.164274,6.7,3.0,1955-02-27,1955,Febrero,Domingo,0.0,0.0,0.0
Sam Peckinpah's West: Legacy of a Hollywood Renegade,0.853458,6.0,1.0,2004-07-25,2004,Julio,Domingo,0.0,0.0,0.0
The White Sister,0.158491,7.8,3.0,1923-09-05,1923,Septiembre,Miã©rcoles,0.0,0.0,0.0
The Naughty Flirt,0.024511,0.0,0.0,1931-01-11,1931,Enero,Domingo,0.0,0.0,0.0
The Law and Jake Wade,5.106816,6.1,10.0,1958-06-06,1958,Junio,Viernes,0.0,0.0,0.0
Without Men,0.915353,4.6,8.0,2011-06-29,2011,Junio,Miã©rcoles,0.0,4.0,0.0
Two Times Lotte,1.42614,5.9,6.0,1950-12-01,1950,Diciembre,Viernes,0.0,0.0,0.0
The Land Before Time VIII: The Big Freeze,4.050424,5.7,41.0,2001-12-04,2001,Diciembre,Martes,0.0,0.0,0.0
War of the Colossal Beast,0.217456,4.6,9.0,1958-06-04,1958,Junio,Miã©rcoles,0.0,0.0,0.0
Who's Minding the Store?,1.925571,6.2,20.0,1963-11-28,1963,Noviembre,Jueves,0.0,0.0,0.0
The Six Million Dollar Man,1.418486,5.8,16.0,1973-03-07,1973,Marzo,Miã©rcoles,0.0,0.0,0.0
The Love Letter,0.861656,5.3,4.0,1998-02-01,1998,Febrero,Domingo,0.0,0.0,0.0
The Land Before Time X: The Great Longneck Migration,4.212417,6.3,44.0,2003-12-02,2003,Diciembre,Martes,0.0,0.0,0.0
The Deadly Bees,0.688748,5.0,6.0,1966-12-23,1966,Diciembre,Viernes,0.0,0.0,0.0
They Came from Beyond Space,1.27689,6.0,9.0,1967-05-01,1967,Mayo,Lunes,0.0,0.0,0.0
"Mumsy, Nanny, Sonny & Girly",0.90314,5.9,9.0,1970-02-12,1970,Febrero,Jueves,0.0,0.0,0.0
Tales That Witness Madness,0.682072,6.1,8.0,1973-01-01,1973,Enero,Lunes,0.0,0.0,0.0
Son of Dracula,0.415277,2.2,3.0,1974-04-12,1974,Abril,Viernes,0.0,0.0,0.0
Craze,0.344707,5.8,6.0,1974-05-15,1974,Mayo,Miã©rcoles,0.0,0.0,0.0
The Ghoul,1.148474,5.5,14.0,1975-07-11,1975,Julio,Viernes,0.0,0.0,0.0
Dark Tower,0.881779,3.0,1.0,1989-03-29,1989,Marzo,Miã©rcoles,0.0,0.0,0.0
Holy Water,0.743612,5.8,15.0,2009-07-01,2009,Julio,Miã©rcoles,0.0,0.0,0.0
Supernova,6.416966,3.1,14.0,2005-09-05,2005,Septiembre,Lunes,0.0,0.0,0.0
Kissin' Cousins,2.377285,5.4,9.0,1964-03-06,1964,Marzo,Viernes,0.0,0.0,0.0
Student Services,3.732023,4.4,50.0,2010-01-18,2010,Enero,Lunes,0.0,0.0,0.0
JLA Adventures: Trapped in Time,4.217098,5.9,60.0,2014-01-21,2014,Enero,Martes,0.0,0.0,0.0
Joy Ride 3,2.681592,4.5,53.0,2014-06-03,2014,Junio,Martes,0.0,0.0,0.0
Inside Out,2.257677,4.5,14.0,2011-09-27,2011,Septiembre,Martes,0.0,0.0,0.0
The Karate Dog,0.742452,3.5,10.0,2004-05-05,2004,Mayo,Miã©rcoles,0.0,0.0,0.0
Since You've Been Gone,0.75038,4.0,10.0,1998-06-06,1998,Junio,Sã¡bado,0.0,0.0,0.0
Peter and Vandy,0.892007,6.5,8.0,2009-01-01,2009,Enero,Jueves,11276.0,500000.0,0.022552
Hercules and the Amazon Women,1.703566,5.2,23.0,1994-04-24,1994,Abril,Domingo,0.0,0.0,0.0
Howling VI: The Freaks,2.61499,4.2,19.0,1991-01-01,1991,Enero,Martes,0.0,0.0,0.0
The Comedians,2.86317,5.8,9.0,1967-10-31,1967,Octubre,Martes,5200000.0,0.0,0.0
Vi hade i alla fall tur med vädret,1.134897,6.0,7.0,1980-02-26,1980,Febrero,Martes,0.0,0.0,0.0
Tomorrow You're Gone,3.219988,3.9,15.0,2012-10-31,2012,Octubre,Miã©rcoles,0.0,0.0,0.0
Wicked Blood,3.188634,5.3,37.0,2014-03-04,2014,Marzo,Martes,0.0,3500000.0,0.0
Killer Pad,4.372474,3.8,10.0,2008-02-05,2008,Febrero,Martes,0.0,0.0,0.0
"What Did You Do in the War, Daddy?",1.972935,4.9,12.0,1966-01-01,1966,Enero,Sã¡bado,0.0,0.0,0.0
Rachel and the Stranger,0.401971,5.1,11.0,1948-09-20,1948,Septiembre,Lunes,0.0,0.0,0.0
The Indian Fighter,3.022988,5.7,11.0,1955-12-21,1955,Diciembre,Miã©rcoles,0.0,0.0,0.0
"Little Fish, Strange Pond",1.511958,3.3,4.0,2009-10-23,2009,Octubre,Viernes,0.0,485000.0,0.0
Trading Mom,1.356779,5.1,12.0,1994-05-13,1994,Mayo,Viernes,0.0,0.0,0.0
MVP 2: Most Vertical Primate,1.323182,6.2,5.0,2001-10-05,2001,Octubre,Viernes,0.0,0.0,0.0
Air Bud: Seventh Inning Fetch,1.757138,4.6,34.0,2002-06-18,2002,Junio,Martes,0.0,0.0,0.0
Chestnut: Hero of Central Park,7.816233,6.1,20.0,2004-10-21,2004,Octubre,Jueves,0.0,0.0,0.0
Spymate,0.538422,4.7,5.0,2006-01-24,2006,Enero,Martes,0.0,0.0,0.0
Air Buddies,7.775902,5.5,50.0,2006-12-12,2006,Diciembre,Martes,0.0,9000000.0,0.0
The Search for Santa Paws,3.049589,5.2,32.0,2010-10-12,2010,Octubre,Martes,0.0,0.0,0.0
Spooky Buddies,7.335001,4.8,24.0,2011-09-20,2011,Septiembre,Martes,0.0,0.0,0.0
Treasure Buddies,5.470977,4.2,19.0,2012-01-31,2012,Enero,Martes,0.0,0.0,0.0
Santa Paws 2: The Santa Pups,2.583829,5.1,15.0,2012-11-20,2012,Noviembre,Martes,0.0,0.0,0.0
Super Buddies,3.306917,6.0,31.0,2013-08-07,2013,Agosto,Miã©rcoles,0.0,0.0,0.0
Malicious,0.608031,5.7,7.0,1995-11-06,1995,Noviembre,Lunes,0.0,0.0,0.0
White Tiger,0.986861,6.0,2.0,1996-04-03,1996,Abril,Miã©rcoles,0.0,0.0,0.0
Warlock III: The End of Innocence,1.920393,4.2,15.0,1999-10-12,1999,Octubre,Martes,0.0,2000000.0,0.0
The Lost Tribe,1.391639,5.6,12.0,2009-11-07,2009,Noviembre,Sã¡bado,0.0,1000000.0,0.0
Jim Thorpe – All-American,0.76582,5.7,5.0,1951-08-24,1951,Agosto,Viernes,0.0,0.0,0.0
Guns for San Sebastian,1.576396,6.8,13.0,1968-03-20,1968,Marzo,Miã©rcoles,0.0,0.0,0.0
Assault of the Party Nerds,0.196902,4.8,3.0,1989-01-01,1989,Enero,Domingo,0.0,0.0,0.0
Assault of the Party Nerds 2,0.007301,0.0,0.0,1995-05-09,1995,Mayo,Martes,0.0,0.0,0.0
Popstar,3.379955,2.1,8.0,2005-01-01,2005,Enero,Sã¡bado,0.0,0.0,0.0
Miracle Dogs Too,0.209809,5.3,2.0,2006-04-01,2006,Abril,Sã¡bado,0.0,600000.0,0.0
InSight,1.323333,5.2,12.0,2011-09-02,2011,Septiembre,Viernes,17011.0,0.0,0.0
Imaginary Friend,7.412679,4.5,11.0,2012-06-02,2012,Junio,Sã¡bado,0.0,0.0,0.0
In the Dark,0.60312,4.8,3.0,2013-01-12,2013,Enero,Sã¡bado,0.0,0.0,0.0
Non-Stop,1.742471,5.7,17.0,2013-11-29,2013,Noviembre,Viernes,0.0,0.0,0.0
Expecting Amish,1.031839,5.9,7.0,2014-07-19,2014,Julio,Sã¡bado,0.0,0.0,0.0
Rough Riders,0.481577,4.1,4.0,1997-07-20,1997,Julio,Domingo,0.0,0.0,0.0
The Devil's Brother,0.589807,6.5,14.0,1933-01-01,1933,Enero,Domingo,0.0,0.0,0.0
TekWar: TekLab,0.444773,7.3,3.0,1994-02-27,1994,Febrero,Domingo,0.0,0.0,0.0
TekWar: TekLords,0.112734,6.0,1.0,1994-02-20,1994,Febrero,Domingo,0.0,0.0,0.0
Musical Chairs,0.009322,0.0,0.0,2012-03-23,2012,Marzo,Viernes,0.0,0.0,0.0
Night Song,0.081672,6.0,1.0,1947-11-10,1947,Noviembre,Lunes,0.0,0.0,0.0
John Loves Mary,0.294897,6.0,1.0,1949-01-01,1949,Enero,Sã¡bado,0.0,0.0,0.0
The Underneath,0.775092,3.0,3.0,2013-12-19,2013,Diciembre,Jueves,0.0,0.0,0.0
The Deep Six,0.71938,4.5,2.0,1958-01-15,1958,Enero,Miã©rcoles,0.0,0.0,0.0
The Delay,0.294455,5.7,3.0,2012-06-01,2012,Junio,Viernes,0.0,0.0,0.0
The Telegraph Trail,0.177405,4.1,5.0,1933-03-18,1933,Marzo,Sã¡bado,0.0,0.0,0.0
No Orchids for Miss Blandish,0.153413,5.0,2.0,1948-04-13,1948,Abril,Martes,0.0,0.0,0.0
The Moonlighter,0.986013,4.5,3.0,1953-09-19,1953,Septiembre,Sã¡bado,0.0,0.0,0.0
Nervous Ticks,0.932111,0.0,0.0,1992-03-01,1992,Marzo,Domingo,0.0,0.0,0.0
Man of the Moment,0.462887,4.8,3.0,1955-01-01,1955,Enero,Sã¡bado,0.0,0.0,0.0
Oliver Twist,0.609667,6.1,16.0,1982-03-23,1982,Marzo,Martes,0.0,0.0,0.0
Pretty Devils,0.220359,4.3,4.0,2000-02-09,2000,Febrero,Miã©rcoles,0.0,0.0,0.0
The Underworld Story,0.765829,5.3,5.0,1950-07-26,1950,Julio,Miã©rcoles,0.0,0.0,0.0
Music for Millions,0.577087,7.0,1.0,1944-12-18,1944,Diciembre,Lunes,0.0,0.0,0.0
My Gal Sal,0.137966,0.0,0.0,1942-04-30,1942,Abril,Jueves,0.0,0.0,0.0
Wild Orchids,0.422399,6.7,3.0,1929-02-23,1929,Febrero,Sã¡bado,0.0,322000.0,0.0
Movers & Shakers,0.087208,7.0,2.0,1985-05-03,1985,Mayo,Viernes,0.0,0.0,0.0
The Rainbow Tribe,1.108375,5.3,4.0,2011-02-01,2011,Febrero,Martes,0.0,0.0,0.0
Nancy Drew... Trouble Shooter,0.270507,7.5,3.0,1939-06-17,1939,Junio,Sã¡bado,0.0,0.0,0.0
Mosquita y Mari,0.789746,6.6,10.0,2012-08-03,2012,Agosto,Viernes,0.0,0.0,0.0
The Defector,0.222979,7.0,2.0,1966-10-20,1966,Octubre,Jueves,0.0,0.0,0.0
Graveyard Shift,0.506439,5.9,4.0,2005-01-20,2005,Enero,Jueves,0.0,0.0,0.0
Jabberwock Dragon Siege,1.488831,3.0,5.0,2011-09-09,2011,Septiembre,Viernes,0.0,0.0,0.0
Sunday Too Far Away,0.000308,6.5,2.0,1975-06-01,1975,Junio,Domingo,0.0,0.0,0.0
The Moon and Sixpence,0.428483,6.2,3.0,1942-10-27,1942,Octubre,Martes,0.0,401000.0,0.0
Nana,0.410031,8.0,3.0,1926-06-25,1926,Junio,Viernes,0.0,0.0,0.0
Heaven with a Gun,0.418499,4.3,4.0,1969-05-20,1969,Mayo,Martes,0.0,0.0,0.0
Nancy Drew and the Hidden Staircase,0.153571,7.4,4.0,1939-09-09,1939,Septiembre,Sã¡bado,0.0,0.0,0.0
Stranded,1.182768,3.8,5.0,2002-01-20,2002,Enero,Domingo,0.0,0.0,0.0
Moscow Chill,0.561806,3.5,5.0,2007-01-01,2007,Enero,Lunes,0.0,0.0,0.0
Nancy Drew: Detective,0.150389,7.5,3.0,1938-11-19,1938,Noviembre,Sã¡bado,0.0,0.0,0.0
True Adolescents,0.612806,6.4,9.0,2009-03-14,2009,Marzo,Sã¡bado,0.0,0.0,0.0
The Captain Hates the Sea,0.086883,9.0,1.0,1934-11-02,1934,Noviembre,Viernes,0.0,0.0,0.0
The Little Rascals Save the Day,3.868355,5.9,25.0,2014-03-25,2014,Marzo,Martes,0.0,8000000.0,0.0
"Love, Cheat & Steal",0.470468,5.3,3.0,1993-12-05,1993,Diciembre,Domingo,0.0,0.0,0.0
Ticket Out,1.06945,5.2,14.0,2011-07-20,2011,Julio,Miã©rcoles,0.0,0.0,0.0
Love Nest,1.022568,5.9,5.0,1951-10-10,1951,Octubre,Miã©rcoles,0.0,0.0,0.0
Jigsaw,1.049591,4.0,4.0,1949-05-28,1949,Mayo,Sã¡bado,0.0,0.0,0.0
Oliver Twist,1.306213,6.3,12.0,1999-11-28,1999,Noviembre,Domingo,0.0,0.0,0.0
S*P*Y*S,0.774252,5.9,5.0,1974-09-05,1974,Septiembre,Jueves,0.0,0.0,0.0
Older Than America,0.96119,4.2,3.0,2008-03-08,2008,Marzo,Sã¡bado,0.0,0.0,0.0
Murders in the Rue Morgue,0.719385,6.2,9.0,1971-10-06,1971,Octubre,Miã©rcoles,0.0,0.0,0.0
The Piano Player,1.260539,3.6,4.0,2003-07-22,2003,Julio,Martes,0.0,0.0,0.0
Miracle in the Rain,0.504255,8.5,2.0,1956-03-31,1956,Marzo,Sã¡bado,0.0,0.0,0.0
The Man Who Came Back,0.945624,6.0,2.0,2008-02-08,2008,Febrero,Viernes,0.0,0.0,0.0
More Than a Miracle,0.378546,4.9,6.0,1967-10-19,1967,Octubre,Jueves,0.0,0.0,0.0
Waterborne,0.349646,5.5,4.0,2005-03-13,2005,Marzo,Domingo,0.0,0.0,0.0
Oblivion,0.502075,6.1,8.0,1994-06-06,1994,Junio,Lunes,0.0,0.0,0.0
Mosquito Squadron,1.433703,4.8,3.0,1969-01-18,1969,Enero,Sã¡bado,0.0,0.0,0.0
Night of Dark Shadows,0.393231,6.0,4.0,1971-08-04,1971,Agosto,Miã©rcoles,0.0,900000.0,0.0
The Thirst,0.250956,2.9,7.0,2007-05-15,2007,Mayo,Martes,0.0,0.0,0.0
Mostly Ghostly,2.064163,4.8,10.0,2008-09-30,2008,Septiembre,Martes,0.0,3600000.0,0.0
Muscle Beach Party,4.269022,6.1,13.0,1964-03-25,1964,Marzo,Miã©rcoles,0.0,0.0,0.0
The Old Dark House,0.736818,5.7,10.0,1963-10-30,1963,Octubre,Miã©rcoles,0.0,0.0,0.0
Necrosis,1.982029,3.8,8.0,2009-01-01,2009,Enero,Jueves,0.0,0.0,0.0
Hot Water,0.707239,6.5,6.0,1924-10-26,1924,Octubre,Domingo,0.0,0.0,0.0
The Thirteen Assassins,1.161105,7.8,8.0,1963-12-07,1963,Diciembre,Sã¡bado,0.0,6.0,0.0
Nemesis 4: Death Angel,1.004636,4.4,6.0,1996-12-23,1996,Diciembre,Lunes,0.0,0.0,0.0
Nemesis 3: Time Lapse,0.781245,5.3,4.0,1996-06-18,1996,Junio,Martes,0.0,0.0,0.0
None But the Brave,1.200662,5.4,10.0,1965-02-24,1965,Febrero,Miã©rcoles,0.0,0.0,0.0
The 7 Adventures of Sinbad,1.599535,2.8,12.0,2010-01-01,2010,Enero,Viernes,0.0,0.0,0.0
My 5 Wives,0.743283,3.9,4.0,2000-09-08,2000,Septiembre,Viernes,0.0,0.0,0.0
My Brother the Pig,0.873645,3.9,5.0,1999-09-10,1999,Septiembre,Viernes,0.0,0.0,0.0
Napoleon,0.863567,5.5,15.0,1995-10-10,1995,Octubre,Martes,0.0,0.0,0.0
Jack Frost,0.734387,6.3,12.0,1979-12-13,1979,Diciembre,Jueves,0.0,0.0,0.0
Love Birds,1.386526,6.1,13.0,2011-02-24,2011,Febrero,Jueves,0.0,0.0,0.0
Monster,0.819755,1.7,7.0,2008-01-18,2008,Enero,Viernes,0.0,0.0,0.0
The Road Killers,1.080956,6.0,5.0,1994-05-07,1994,Mayo,Sã¡bado,0.0,0.0,0.0
The Curse of the Mummy's Tomb,1.942771,5.8,16.0,1964-10-18,1964,Octubre,Domingo,0.0,0.0,0.0
Stick,6.357952,5.5,17.0,1985-04-26,1985,Abril,Viernes,0.0,22000000.0,0.0
Tic Tac,0.212894,5.9,7.0,1997-10-31,1997,Octubre,Viernes,0.0,0.0,0.0
The 39 Steps,1.451635,6.5,7.0,1959-03-13,1959,Marzo,Viernes,0.0,0.0,0.0
Kandahar,1.011029,6.4,12.0,2010-02-04,2010,Febrero,Jueves,15172408.0,7000000.0,2.167486857142857
The Duchess and the Dirtwater Fox,1.36669,5.7,12.0,1976-04-01,1976,Abril,Jueves,0.0,0.0,0.0
Skyjacked,2.70306,6.8,16.0,1972-05-24,1972,Mayo,Miã©rcoles,0.0,0.0,0.0
The Millionairess,3.001543,5.3,9.0,1960-10-18,1960,Octubre,Martes,0.0,0.0,0.0
Legacy,4.866221,5.2,11.0,2010-10-15,2010,Octubre,Viernes,0.0,0.0,0.0
The New Centurions,1.765721,6.8,9.0,1972-08-03,1972,Agosto,Jueves,0.0,0.0,0.0
Sands Of Oblivion,4.084078,3.6,10.0,2007-07-28,2007,Julio,Sã¡bado,0.0,0.0,0.0
Tempted,1.004122,4.0,4.0,2001-01-01,2001,Enero,Lunes,0.0,0.0,0.0
Piranha,1.044199,4.1,19.0,1995-10-01,1995,Octubre,Domingo,0.0,0.0,0.0
Just 4 Kicks,0.719194,4.0,1.0,2003-01-01,2003,Enero,Miã©rcoles,0.0,0.0,0.0
Intermedio,0.737291,1.3,4.0,2005-03-29,2005,Marzo,Martes,0.0,1000000.0,0.0
The Last Flight,0.211093,5.0,3.0,1931-08-29,1931,Agosto,Sã¡bado,0.0,0.0,0.0
Space Chimps 2: Zartog Strikes Back,1.585311,4.5,27.0,2010-05-26,2010,Mayo,Miã©rcoles,0.0,0.0,0.0
Pack Up Your Troubles,1.087814,7.1,15.0,1932-09-16,1932,Septiembre,Viernes,0.0,0.0,0.0
The Tooth Fairy,0.740517,4.3,13.0,2006-08-08,2006,Agosto,Martes,0.0,0.0,0.0
"If It's Tuesday, This Must Be Belgium",6.315524,4.5,6.0,1969-04-24,1969,Abril,Jueves,0.0,0.0,0.0
The Bad Mother's Handbook,0.314837,6.3,6.0,2007-01-01,2007,Enero,Lunes,0.0,0.0,0.0
Starlift,0.529599,5.8,2.0,1951-12-14,1951,Diciembre,Viernes,0.0,0.0,0.0
Too Young To Kiss,0.355166,6.0,1.0,1951-11-22,1951,Noviembre,Jueves,0.0,0.0,0.0
The Firefly,0.207589,7.0,1.0,1937-11-05,1937,Noviembre,Viernes,0.0,0.0,0.0
Naked Violence,1.077964,6.1,7.0,1969-11-10,1969,Noviembre,Lunes,0.0,0.0,0.0
The Italian Connection,1.935637,7.1,18.0,1972-09-02,1972,Septiembre,Sã¡bado,0.0,0.0,0.0
Seduction,1.80927,7.0,2.0,1973-01-01,1973,Enero,Lunes,0.0,0.0,0.0
Loaded Guns,0.082355,4.5,2.0,1975-02-01,1975,Febrero,Sã¡bado,0.0,0.0,0.0
Kidnap Syndicate,0.134354,7.0,1.0,1975-08-27,1975,Agosto,Miã©rcoles,0.0,0.0,0.0
Rulers of the City,0.254612,5.8,5.0,1976-12-03,1976,Diciembre,Viernes,0.0,0.0,0.0
To Be Twenty,1.737503,5.7,9.0,1978-07-14,1978,Julio,Viernes,0.0,0.0,0.0
Torrente 4: Lethal crisis,2.260114,5.6,47.0,2011-03-11,2011,Marzo,Viernes,0.0,0.0,0.0
Torrente 5: Operación Eurovegas,4.207751,5.2,69.0,2014-10-03,2014,Octubre,Viernes,11672363.0,9272437.0,1.2588236512148856
I Want You,7.78818,6.6,317.0,2012-06-22,2012,Junio,Viernes,0.0,0.0,0.0
Mad Max: Fury Road,29.36178,7.3,9629.0,2015-05-13,2015,Mayo,Miã©rcoles,378858340.0,150000000.0,2.5257222666666665
Insidious: Chapter 3,10.098792,6.3,1005.0,2015-06-04,2015,Junio,Jueves,104303851.0,10000000.0,10.4303851
Star Wars: The Force Awakens,31.626013,7.5,7993.0,2015-12-15,2015,Diciembre,Martes,2068223624.0,245000000.0,8.44172907755102
Ben-Hur,11.51021,5.3,642.0,2016-08-17,2016,Agosto,Miã©rcoles,94061311.0,100000000.0,0.94061311
Warcraft,12.572718,6.3,2325.0,2016-05-25,2016,Mayo,Miã©rcoles,433677183.0,160000000.0,2.71048239375
Avengers: Age of Ultron,37.37942,7.3,6908.0,2015-04-22,2015,Abril,Miã©rcoles,1405403694.0,280000000.0,5.019298907142857
Avatar 2,6.020055,0.0,58.0,2020-12-16,2020,Diciembre,Miã©rcoles,0.0,0.0,0.0
Pirates of the Caribbean: Dead Men Tell No Tales,133.82782,6.6,2814.0,2017-05-23,2017,Mayo,Martes,794191988.0,230000000.0,3.453008643478261
Justice League,25.944629,0.0,0.0,2017-11-15,2017,Noviembre,Miã©rcoles,0.0,0.0,0.0
Ant-Man,26.882388,7.0,6029.0,2015-07-14,2015,Julio,Martes,519311965.0,130000000.0,3.9947074230769233
Fantastic Four,17.246484,4.4,2322.0,2015-08-05,2015,Agosto,Miã©rcoles,167977596.0,120000000.0,1.3998133
Deadpool,187.860492,7.4,11444.0,2016-02-09,2016,Febrero,Martes,783112979.0,58000000.0,13.501947913793103
Thor: Ragnarok,57.283628,0.0,0.0,2017-10-25,2017,Octubre,Miã©rcoles,0.0,0.0,0.0
Guardians of the Galaxy Vol. 2,185.330992,7.6,4858.0,2017-04-19,2017,Abril,Miã©rcoles,863416141.0,200000000.0,4.317080705
