title,popularity,vote_average,vote_count,release_date,release_year,month_name,day_name,lowercase_title
A Spell to Ward Off the Darkness,0.223872,7.2,6.0,2013-08-09,2013,Agosto,Viernes,a spell to ward off the darkness
The Last Time I Saw Macao,0.368635,6.7,3.0,2012-08-06,2012,Agosto,Lunes,the last time i saw macao
When Evening Falls on Bucharest or Metabolism,0.271783,7.4,7.0,2013-08-09,2013,Agosto,Viernes,when evening falls on bucharest or metabolism
Septien,0.418174,5.3,2.0,2011-07-06,2011,Julio,Miércoles,septien
Two Shots Fired,0.139648,6.7,3.0,2014-09-05,2014,Septiembre,Viernes,two shots fired
Finisterrae,0.224193,8.0,6.0,2010-06-11,2010,Junio,Viernes,finisterrae
The Distance,0.379726,6.4,5.0,2014-01-25,2014,Enero,Sábado,the distance
A Gun in Each Hand,1.814897,6.5,13.0,2012-12-05,2012,Diciembre,Miércoles,a gun in each hand
Borsalino,4.471645,6.7,25.0,1970-05-19,1970,Mayo,Martes,borsalino
Finsterworld,3.195818,6.2,23.0,2013-06-28,2013,Junio,Viernes,finsterworld
Gangsters,0.27908,6.1,7.0,2002-02-20,2002,Febrero,Miércoles,gangsters
Weekender,0.964072,6.0,11.0,2011-09-01,2011,Septiembre,Jueves,weekender
Plot of Fear,0.524831,6.2,5.0,1976-01-01,1976,Enero,Jueves,plot of fear
Bank Shot,1.413834,5.4,8.0,1974-07-31,1974,Julio,Miércoles,bank shot
Anotherworld,0.076201,5.0,1.0,2008-01-08,2008,Enero,Martes,anotherworld
Ten Minutes Older,0.182499,5.8,4.0,1978-05-11,1978,Mayo,Jueves,ten minutes older
Of Horses and Men,2.861451,6.9,26.0,2013-08-30,2013,Agosto,Viernes,of horses and men
The Fox and the Hound 2,7.432461,5.6,115.0,2006-11-09,2006,Noviembre,Jueves,the fox and the hound 2
Monsterman,0.016499,0.0,0.0,2014-09-26,2014,Septiembre,Viernes,monsterman
Long Hello and Short Goodbye,0.001378,0.0,0.0,1999-07-15,1999,Julio,Jueves,long hello and short goodbye
The Heart of the World,1.071638,7.6,22.0,2000-09-07,2000,Septiembre,Jueves,the heart of the world
Li'l Quinquin,2.044591,7.9,16.0,2014-09-18,2014,Septiembre,Jueves,li'l quinquin
Girl with Hyacinths,0.565417,7.5,4.0,1950-03-06,1950,Marzo,Lunes,girl with hyacinths
These Amazing Shadows,1.263586,7.5,25.0,2011-01-22,2011,Enero,Sábado,these amazing shadows
Garlic Is As Good As Ten Mothers,0.191218,7.3,6.0,1980-10-12,1980,Octubre,Domingo,garlic is as good as ten mothers
Journey to the Beginning of Time,1.515302,8.0,11.0,1955-08-04,1955,Agosto,Jueves,journey to the beginning of time
Spend It All,0.001021,5.0,1.0,1971-01-01,1971,Enero,Viernes,spend it all
Joni's Promise,0.24535,6.8,6.0,2005-04-26,2005,Abril,Martes,joni's promise
The Man Who Could Cheat Death,0.844909,6.2,7.0,1959-06-15,1959,Junio,Lunes,the man who could cheat death
small roads,0.047721,5.0,1.0,2011-09-03,2011,Septiembre,Sábado,small roads
Carriage to Vienna,0.397247,7.3,4.0,1966-11-11,1966,Noviembre,Viernes,carriage to vienna
Strange Voyage,1.120287,7.6,5.0,1964-08-09,1964,Agosto,Domingo,strange voyage
Ivory Tower,0.935948,7.1,9.0,2014-06-13,2014,Junio,Viernes,ivory tower
The Fabulous Baron Munchausen,1.176231,6.0,8.0,1962-09-21,1962,Septiembre,Viernes,the fabulous baron munchausen
Light Is Calling,0.476742,7.8,4.0,2004-01-16,2004,Enero,Viernes,light is calling
The Open Road,0.075775,5.0,1.0,1926-01-01,1926,Enero,Viernes,the open road
The Epic of Everest,1.118466,6.9,8.0,1924-01-01,1924,Enero,Martes,the epic of everest
All In This Tea,0.003682,0.0,0.0,2007-04-14,2007,Abril,Sábado,all in this tea
The Private Life of a Cat,0.352419,5.0,5.0,1944-12-31,1944,Diciembre,Domingo,the private life of a cat
Land,0.076579,4.3,2.0,2010-05-02,2010,Mayo,Domingo,land
Letter from Siberia,0.471276,8.0,4.0,1957-05-16,1957,Mayo,Jueves,letter from siberia
Babylon XX,0.644598,4.5,2.0,1979-01-01,1979,Enero,Lunes,babylon xx
Carts of Darkness,0.004942,0.0,0.0,2008-01-01,2008,Enero,Martes,carts of darkness
Soundtracker,0.006284,0.0,0.0,2010-05-02,2010,Mayo,Domingo,soundtracker
Kamome Diner,0.944834,7.1,10.0,2006-06-11,2006,Junio,Domingo,kamome diner
Gerhard Richter Painting,0.728104,7.1,8.0,2012-03-14,2012,Marzo,Miércoles,gerhard richter painting
Dream Land,0.002354,0.0,0.0,2004-11-05,2004,Noviembre,Viernes,dream land
The Wayward Girl,0.003421,0.0,0.0,1959-10-08,1959,Octubre,Jueves,the wayward girl
City Zero,0.865015,6.3,12.0,1989-01-01,1989,Enero,Domingo,city zero
Remonstrance,0.03541,5.0,1.0,1972-11-09,1972,Noviembre,Jueves,remonstrance
Bells from the Deep,0.031002,6.6,9.0,1993-01-01,1993,Enero,Viernes,bells from the deep
The Gardener,0.167329,5.0,1.0,1912-10-16,1912,Octubre,Miércoles,the gardener
The Sea Vultures,0.00265,0.0,0.0,1915-06-16,1915,Junio,Miércoles,the sea vultures
The Girl from the Marsh Croft,0.001276,0.0,0.0,1917-09-09,1917,Septiembre,Domingo,the girl from the marsh croft
Karin Daughter of Ingmar,0.148494,5.0,1.0,1920-02-02,1920,Febrero,Lunes,karin daughter of ingmar
The Monastery of Sendomir,0.113587,6.0,3.0,1920-01-01,1920,Enero,Jueves,the monastery of sendomir
1000 Journals,0.041202,8.0,1.0,2007-11-01,2007,Noviembre,Jueves,1000 journals
Pan,0.037362,10.0,1.0,1995-03-24,1995,Marzo,Viernes,pan
A Year Along the Abandoned Road,0.220664,7.8,4.0,1991-06-01,1991,Junio,Sábado,a year along the abandoned road
The Shoe,0.078652,5.0,1.0,1998-03-01,1998,Marzo,Domingo,the shoe
Night Editor,0.835896,5.2,5.0,1946-03-29,1946,Marzo,Viernes,night editor
Under the Flag of the Rising Sun,0.069476,6.6,6.0,1972-03-12,1972,Marzo,Domingo,under the flag of the rising sun
The Devil Thumbs a Ride,0.629794,5.6,7.0,1947-02-20,1947,Febrero,Jueves,the devil thumbs a ride
The Man Who Changed His Mind,1.242866,5.7,11.0,1936-09-11,1936,Septiembre,Viernes,the man who changed his mind
The Man They Could Not Hang,0.665719,6.2,8.0,1939-08-17,1939,Agosto,Jueves,the man they could not hang
Line of Sight,0.953628,4.3,2.0,2012-07-01,2012,Julio,Domingo,line of sight
Rewind This!,1.283397,7.0,21.0,2013-08-27,2013,Agosto,Martes,rewind this!
Ten Little Indians,1.832792,7.0,12.0,1987-01-01,1987,Enero,Jueves,ten little indians
Josephine,4.870482,6.0,109.0,2013-06-19,2013,Junio,Miércoles,josephine
The Land Unknown,0.699475,6.4,10.0,1957-08-01,1957,Agosto,Jueves,the land unknown
Crazy Thunder Road,0.000603,6.4,6.0,1980-05-24,1980,Mayo,Sábado,crazy thunder road
Pizzas,0.013233,0.0,0.0,2012-11-11,2012,Noviembre,Domingo,pizzas
"Mother, I Love You",0.467629,7.0,2.0,2013-02-11,2013,Febrero,Lunes,"mother, i love you"
Dream Team 1935,0.175073,0.0,0.0,2012-11-16,2012,Noviembre,Viernes,dream team 1935
Matthew's Days,0.150049,5.5,2.0,1968-06-08,1968,Junio,Sábado,matthew's days
Fantomas,5.870813,6.8,125.0,1964-11-04,1964,Noviembre,Miércoles,fantomas
Fantomas Unleashed,6.212713,6.7,77.0,1965-12-07,1965,Diciembre,Martes,fantomas unleashed
Fantomas vs. Scotland Yard,5.45311,6.9,83.0,1967-03-16,1967,Marzo,Jueves,fantomas vs. scotland yard
Pursuit to Algiers,1.174046,6.6,15.0,1945-10-26,1945,Octubre,Viernes,pursuit to algiers
Radiopiratene,0.009726,0.0,0.0,2007-09-14,2007,Septiembre,Viernes,radiopiratene
Megacities,0.406137,7.0,3.0,1998-08-12,1998,Agosto,Miércoles,megacities
Operation Y and Other Shurik's Adventures,3.311058,7.5,36.0,1965-07-23,1965,Julio,Viernes,operation y and other shurik's adventures
Gertie the Dinosaur,1.914726,6.7,27.0,1914-09-15,1914,Septiembre,Martes,gertie the dinosaur
Intimidation,0.345223,7.2,5.0,1960-03-23,1960,Marzo,Miércoles,intimidation
God Speed You! Black Emperor,0.041066,5.0,2.0,1976-07-01,1976,Julio,Jueves,god speed you! black emperor
"Blood, Sweat + Vinyl: DIY in the 21st Century",0.007059,0.0,0.0,2011-10-08,2011,Octubre,Sábado,"blood, sweat + vinyl: diy in the 21st century"
The Lumière Brothers' First Films,0.036823,7.0,1.0,1996-07-18,1996,Julio,Jueves,the lumière brothers' first films
Amador,3.119413,6.6,8.0,2010-10-08,2010,Octubre,Viernes,amador
Art and Craft,0.305326,7.1,6.0,2014-09-19,2014,Septiembre,Viernes,art and craft
The Castle of Fu Manchu,0.795213,3.0,6.0,1969-05-29,1969,Mayo,Jueves,the castle of fu manchu
The Vengeance of Fu Manchu,0.355908,6.0,2.0,1967-05-25,1967,Mayo,Jueves,the vengeance of fu manchu
Lightning Bolt: The Power Of Salad,0.060326,7.0,1.0,2002-06-28,2002,Junio,Viernes,lightning bolt: the power of salad
Fuck Up,1.166698,5.7,9.0,2012-03-16,2012,Marzo,Viernes,fuck up
Defenders of Riga,0.445731,6.0,3.0,2007-01-01,2007,Enero,Lunes,defenders of riga
Gulf Stream Under the Iceberg,1.756488,3.5,2.0,2012-06-26,2012,Junio,Martes,gulf stream under the iceberg
The Diary of Preston Plummer,0.172666,4.5,2.0,2012-03-05,2012,Marzo,Lunes,the diary of preston plummer
Oxygen,0.666187,5.4,9.0,2009-07-08,2009,Julio,Miércoles,oxygen
@Suicide Room,3.742632,7.7,113.0,2011-03-04,2011,Marzo,Viernes,@suicide room
Is It Easy to Be Young?,0.126123,1.0,2.0,1986-06-06,1986,Junio,Viernes,is it easy to be young?
Suburban Gothic,3.251693,5.3,43.0,2014-07-19,2014,Julio,Sábado,suburban gothic
The Killing Jar,0.903425,5.1,18.0,2010-02-14,2010,Febrero,Domingo,the killing jar
The Kiss of Her Flesh,0.099932,6.0,2.0,1968-12-31,1968,Diciembre,Martes,the kiss of her flesh
Kolka Cool,0.114604,10.0,2.0,2011-12-16,2011,Diciembre,Viernes,kolka cool
Project Almanac,9.363482,6.4,953.0,2015-01-29,2015,Enero,Jueves,project almanac
Louis C.K.: Live at The Comedy Store,2.515629,7.4,58.0,2015-01-27,2015,Enero,Martes,louis c.k.: live at the comedy store
Heavy Weather,0.080985,10.0,1.0,1995-12-24,1995,Diciembre,Domingo,heavy weather
The First Men in the Moon,1.435661,5.5,11.0,2010-10-19,2010,Octubre,Martes,the first men in the moon
Brooklyn,7.991613,7.2,1235.0,2015-10-20,2015,Octubre,Martes,brooklyn
Digging for Fire,4.335659,5.2,51.0,2015-08-21,2015,Agosto,Viernes,digging for fire
Don Verdean,2.789838,4.1,44.0,2015-12-01,2015,Diciembre,Martes,don verdean
The End of the Tour,9.201378,7.3,210.0,2015-07-31,2015,Julio,Viernes,the end of the tour
Experimenter,5.112935,6.8,166.0,2015-10-16,2015,Octubre,Viernes,experimenter
I Am Michael,9.565297,6.2,45.0,2015-01-29,2015,Enero,Jueves,i am michael
Lila & Eve,7.283158,5.4,107.0,2015-07-31,2015,Julio,Viernes,lila & eve
Last Days in the Desert,6.641951,4.4,46.0,2016-05-13,2016,Mayo,Viernes,last days in the desert
I'll See You in My Dreams,4.958676,6.3,51.0,2015-05-15,2015,Mayo,Viernes,i'll see you in my dreams
Seoul Searching,0.339331,6.4,4.0,2015-01-30,2015,Enero,Viernes,seoul searching
Mississippi Grind,6.054981,5.9,137.0,2015-07-04,2015,Julio,Sábado,mississippi grind
Mistress America,6.969947,6.4,200.0,2015-08-14,2015,Agosto,Viernes,mistress america
Zipper,4.711535,5.6,61.0,2015-08-28,2015,Agosto,Viernes,zipper
A Walk in the Woods,12.019571,5.7,266.0,2015-09-02,2015,Septiembre,Miércoles,a walk in the woods
True Story,7.87202,6.2,536.0,2015-04-17,2015,Abril,Viernes,true story
Ten Thousand Saints,9.036787,6.0,63.0,2015-08-14,2015,Agosto,Viernes,ten thousand saints
Sleeping with Other People,8.844452,6.2,309.0,2015-06-26,2015,Junio,Viernes,sleeping with other people
Beaver Trilogy Part IV,0.132716,8.0,3.0,2015-01-23,2015,Enero,Viernes,beaver trilogy part iv
Drunk Stoned Brilliant Dead: The Story of the National Lampoon,1.61917,6.8,18.0,2015-01-25,2015,Enero,Domingo,drunk stoned brilliant dead: the story of the national lampoon
Cobain: Montage of Heck,6.516131,7.5,284.0,2015-03-23,2015,Marzo,Lunes,cobain: montage of heck
The Hunting Ground,2.408677,7.6,55.0,2015-02-27,2015,Febrero,Viernes,the hunting ground
Fresh Dressed,1.485347,6.6,14.0,2015-06-26,2015,Junio,Viernes,fresh dressed
Going Clear: Scientology and the Prison of Belief,5.887113,7.7,306.0,2015-01-25,2015,Enero,Domingo,going clear: scientology and the prison of belief
The Mask You Live In,1.250498,8.7,21.0,2015-01-01,2015,Enero,Jueves,the mask you live in
Prophet's Prey,1.348402,7.3,13.0,2015-08-01,2015,Agosto,Sábado,prophet's prey
Tig,2.932138,7.3,34.0,2015-04-23,2015,Abril,Jueves,tig
In Football We Trust,0.079336,5.0,1.0,2015-01-23,2015,Enero,Viernes,in football we trust
Most Likely to Succeed,0.18307,8.5,4.0,2015-01-01,2015,Enero,Jueves,most likely to succeed
"What Happened, Miss Simone?",4.507082,7.7,111.0,2015-01-22,2015,Enero,Jueves,"what happened, miss simone?"
6 Desires,0.123697,7.0,2.0,2014-10-16,2014,Octubre,Jueves,6 desires
Life May Be,0.016241,0.0,0.0,2014-06-21,2014,Junio,Sábado,life may be
Here Be Dragons,0.165477,5.0,1.0,2013-08-30,2013,Agosto,Viernes,here be dragons
A Story of Children and Film,0.717036,7.0,9.0,2013-05-17,2013,Mayo,Viernes,a story of children and film
What Is This Film Called Love?,0.009414,0.0,0.0,2012-06-26,2012,Junio,Martes,what is this film called love?
The First Movie,0.156488,7.7,3.0,2009-12-14,2009,Diciembre,Lunes,the first movie
99 Homes,6.60913,6.8,240.0,2014-10-09,2014,Octubre,Jueves,99 homes
The Story of Film: An Odyssey,1.50251,8.8,26.0,2011-09-03,2011,Septiembre,Sábado,the story of film: an odyssey
Aloft,3.851653,5.1,41.0,2014-02-12,2014,Febrero,Miércoles,aloft
Eden,10.919636,5.7,45.0,2014-11-19,2014,Noviembre,Miércoles,eden
Girlhood,4.220318,6.5,111.0,2014-06-27,2014,Junio,Viernes,girlhood
Advantageous,3.436595,6.4,46.0,2015-06-23,2015,Junio,Martes,advantageous
Crossroad Street,0.011917,7.5,1.0,1988-01-03,1988,Enero,Domingo,crossroad street
The Bronze,5.353826,5.5,112.0,2016-01-22,2016,Enero,Viernes,the bronze
The D Train,3.993759,4.5,79.0,2015-05-08,2015,Mayo,Viernes,the d train
The Diary of a Teenage Girl,14.986654,6.8,286.0,2015-08-07,2015,Agosto,Viernes,the diary of a teenage girl
Dope,7.948581,7.2,698.0,2015-06-19,2015,Junio,Viernes,dope
I Smile Back,4.680849,5.6,44.0,2015-10-23,2015,Octubre,Viernes,i smile back
Me and Earl and the Dying Girl,12.503333,7.7,962.0,2015-06-12,2015,Junio,Viernes,me and earl and the dying girl
The Overnight,7.834161,6.1,131.0,2015-06-19,2015,Junio,Viernes,the overnight
"People, Places, Things",3.094082,6.8,63.0,2015-08-14,2015,Agosto,Viernes,"people, places, things"
Results,3.967229,5.2,66.0,2015-05-29,2015,Mayo,Viernes,results
Songs My Brothers Taught Me,0.924161,6.7,9.0,2015-01-27,2015,Enero,Martes,songs my brothers taught me
The Stanford Prison Experiment,4.833182,6.8,254.0,2015-07-17,2015,Julio,Viernes,the stanford prison experiment
"Stockholm, Pennsylvania",6.173635,5.4,30.0,2015-01-22,2015,Enero,Jueves,"stockholm, pennsylvania"
Unexpected,4.135614,5.8,37.0,2015-07-24,2015,Julio,Viernes,unexpected
Z for Zachariah,5.30588,5.6,278.0,2015-08-13,2015,Agosto,Jueves,z for zachariah
The Student,3.282591,5.9,51.0,1988-10-05,1988,Octubre,Miércoles,the student
Nothing's All Bad,0.316017,7.8,4.0,2010-09-23,2010,Septiembre,Jueves,nothing's all bad
Northwest,2.984889,6.4,26.0,2013-04-17,2013,Abril,Miércoles,northwest
Stations of the Cross,6.580186,7.2,38.0,2014-03-20,2014,Marzo,Jueves,stations of the cross
The Referees,0.712104,6.0,6.0,2009-08-10,2009,Agosto,Lunes,the referees
Il mundial dimenticato,0.027318,0.0,0.0,2011-09-05,2011,Septiembre,Lunes,il mundial dimenticato
The Referee,0.91677,6.0,22.0,2013-09-12,2013,Septiembre,Jueves,the referee
Reality,2.890778,6.7,47.0,2012-05-04,2012,Mayo,Viernes,reality
Amnèsia,0.674261,5.5,8.0,2002-03-15,2002,Marzo,Viernes,amnèsia
Three-Step Dance,0.119376,7.5,2.0,2003-08-31,2003,Agosto,Domingo,three-step dance
Pretty Butterflies,0.716787,7.3,6.0,2012-09-06,2012,Septiembre,Jueves,pretty butterflies
Dangerous Liaisons,0.378049,6.5,2.0,2003-08-26,2003,Agosto,Martes,dangerous liaisons
My Sweet Pepper Land,1.932314,6.8,32.0,2014-04-09,2014,Abril,Miércoles,my sweet pepper land
L'agression,0.885415,6.0,1.0,1975-04-16,1975,Abril,Miércoles,l'agression
The Auction,0.746357,6.4,10.0,2013-05-17,2013,Mayo,Viernes,the auction
Micke & Veronica,0.401121,7.0,4.0,2014-12-25,2014,Diciembre,Jueves,micke & veronica
The Veil of Twilight,0.698991,6.2,3.0,2014-10-10,2014,Octubre,Viernes,the veil of twilight
Inbetween Worlds,1.046439,5.7,11.0,2014-02-11,2014,Febrero,Martes,inbetween worlds
The Old Gun,2.445603,7.7,32.0,1975-08-22,1975,Agosto,Viernes,the old gun
The Passerby,0.634683,5.3,5.0,1982-04-14,1982,Abril,Miércoles,the passerby
The Things of Life,2.349658,6.9,21.0,1970-03-13,1970,Marzo,Viernes,the things of life
The Count of Monte Cristo,1.31503,6.8,2.0,1954-01-14,1954,Enero,Jueves,the count of monte cristo
The Hunchback of Paris,2.78801,6.8,16.0,1959-11-26,1959,Noviembre,Jueves,the hunchback of paris
In the Basement,2.246861,6.0,16.0,2014-09-26,2014,Septiembre,Viernes,in the basement
Project Wild Thing,0.012983,0.0,0.0,2013-10-25,2013,Octubre,Viernes,project wild thing
Trojan Eddie,0.330621,5.0,1.0,1996-09-09,1996,Septiembre,Lunes,trojan eddie
Nobody Knows Anything!,4.362874,2.6,7.0,2003-10-01,2003,Octubre,Miércoles,nobody knows anything!
Ice Men,0.03765,5.0,1.0,2004-01-01,2004,Enero,Jueves,ice men
The Invitation,0.561609,4.0,3.0,2003-12-23,2003,Diciembre,Martes,the invitation
When the Bough Breaks,1.86888,6.5,2.0,1994-05-07,1994,Mayo,Sábado,when the bough breaks
Innocent Lies,0.402104,6.2,3.0,1995-06-30,1995,Junio,Viernes,innocent lies
Suppose They Gave a War and Nobody Came?,0.88344,7.0,1.0,1970-09-11,1970,Septiembre,Viernes,suppose they gave a war and nobody came?
Niagara Motel,0.479042,5.9,4.0,2005-03-23,2005,Marzo,Miércoles,niagara motel
Mentor,0.527645,10.0,1.0,2006-04-28,2006,Abril,Viernes,mentor
Neverwhere,0.577181,6.9,10.0,1996-09-12,1996,Septiembre,Jueves,neverwhere
Animal Room,0.057235,6.0,1.0,1995-01-01,1995,Enero,Domingo,animal room
Zenith,0.553216,5.1,7.0,2010-10-01,2010,Octubre,Viernes,zenith
Estômago: A Gastronomic Story,1.756998,7.9,25.0,2007-09-26,2007,Septiembre,Miércoles,estômago: a gastronomic story
Suing The Devil,0.586482,3.7,15.0,2011-08-26,2011,Agosto,Viernes,suing the devil
A Pigeon Sat on a Branch Reflecting on Existence,6.572818,6.6,107.0,2014-10-24,2014,Octubre,Viernes,a pigeon sat on a branch reflecting on existence
Panda! Go Panda!: Rainy Day Circus,0.879285,5.2,7.0,1973-03-16,1973,Marzo,Viernes,panda! go panda!: rainy day circus
Nine Miles Down,1.782376,5.3,30.0,2009-10-01,2009,Octubre,Jueves,nine miles down
Miss Julie,3.791712,5.8,46.0,2014-09-07,2014,Septiembre,Domingo,miss julie
All Together,2.997222,6.3,29.0,2011-08-12,2011,Agosto,Viernes,all together
Teen Spirit,5.641483,5.5,81.0,2011-08-07,2011,Agosto,Domingo,teen spirit
The Forbidden Room,3.092455,6.4,29.0,2015-10-07,2015,Octubre,Miércoles,the forbidden room
Evilenko,1.796637,5.4,27.0,2004-04-16,2004,Abril,Viernes,evilenko
Alien Outpost,4.904615,4.6,85.0,2014-09-19,2014,Septiembre,Viernes,alien outpost
Foreign Body,0.374007,5.5,2.0,2014-10-17,2014,Octubre,Viernes,foreign body
The Loft,14.443362,6.4,500.0,2014-10-14,2014,Octubre,Martes,the loft
[REC]⁴ Apocalypse,7.328242,5.2,269.0,2014-09-09,2014,Septiembre,Martes,[rec]⁴ apocalypse
Vice,19.236571,4.1,245.0,2015-01-16,2015,Enero,Viernes,vice
The Guard from the Underground,0.008267,5.5,3.0,1992-06-16,1992,Junio,Martes,the guard from the underground
The Well,1.305958,7.3,5.0,1951-09-10,1951,Septiembre,Lunes,the well
Wicked Woman,0.480136,4.3,4.0,1953-12-09,1953,Diciembre,Miércoles,wicked woman
House of Numbers,0.49789,4.3,4.0,1957-09-12,1957,Septiembre,Jueves,house of numbers
Longshot,1.187862,0.0,0.0,2001-10-25,2001,Octubre,Jueves,longshot
Rio Diablo,0.181859,0.0,1.0,1993-02-28,1993,Febrero,Domingo,rio diablo
"Massaï, les guerriers de la pluie",0.0745,8.5,2.0,2004-12-22,2004,Diciembre,Miércoles,"massaï, les guerriers de la pluie"
Family Guy Presents: Blue Harvest,5.658089,7.2,117.0,2007-09-23,2007,Septiembre,Domingo,family guy presents: blue harvest
Sanatorium,1.59911,5.4,13.0,2013-10-18,2013,Octubre,Viernes,sanatorium
High School Hellcats,0.318612,5.3,3.0,1958-06-01,1958,Junio,Domingo,high school hellcats
Last Days in Vietnam,1.566256,7.0,32.0,2014-09-05,2014,Septiembre,Viernes,last days in vietnam
Manakamana,2.257329,7.1,12.0,2013-08-12,2013,Agosto,Lunes,manakamana
Saturday Night,0.786341,7.2,5.0,2010-05-02,2010,Mayo,Domingo,saturday night
Hippie Masala - Forever in India,0.380906,3.8,3.0,2006-10-12,2006,Octubre,Jueves,hippie masala - forever in india
A Grain of Truth,0.803469,8.0,5.0,2015-01-09,2015,Enero,Viernes,a grain of truth
The Photographer,0.229246,6.8,3.0,2014-09-17,2014,Septiembre,Miércoles,the photographer
Casa de Lava,1.430895,7.3,4.0,1995-02-10,1995,Febrero,Viernes,casa de lava
Karen Cries on the Bus,0.148442,7.5,4.0,2011-05-13,2011,Mayo,Viernes,karen cries on the bus
Sofie,0.544704,5.0,1.0,1992-09-25,1992,Septiembre,Viernes,sofie
Kristin Lavransdatter,0.089995,6.5,2.0,1995-08-25,1995,Agosto,Viernes,kristin lavransdatter
Private Confessions,0.768534,5.0,4.0,1996-12-25,1996,Diciembre,Miércoles,private confessions
Lost River,6.640704,5.8,228.0,2015-04-08,2015,Abril,Miércoles,lost river
Landscape Suicide,0.015894,8.2,5.0,1987-08-01,1987,Agosto,Sábado,landscape suicide
One Way Boogie Woogie,0.038888,6.4,5.0,1977-01-01,1977,Enero,Sábado,one way boogie woogie
Deseret,0.143416,6.3,4.0,1995-02-07,1995,Febrero,Martes,deseret
13 Lakes,0.190302,5.0,1.0,2004-10-20,2004,Octubre,Miércoles,13 lakes
Ruhr,0.603494,8.3,3.0,2009-11-02,2009,Noviembre,Lunes,ruhr
natural history,0.110399,5.0,2.0,2014-09-26,2014,Septiembre,Viernes,natural history
Black Venus,7.145871,7.0,37.0,2010-10-27,2010,Octubre,Miércoles,black venus
Poetical Refugee,0.803169,6.5,6.0,2000-09-04,2000,Septiembre,Lunes,poetical refugee
Chuck Norris vs Communism,0.957362,7.1,18.0,2015-11-12,2015,Noviembre,Jueves,chuck norris vs communism
Fear Clinic,2.508452,4.0,42.0,2014-10-31,2014,Octubre,Viernes,fear clinic
El siete machos,0.278975,6.5,2.0,1951-02-05,1951,Febrero,Lunes,el siete machos
